RECORDING_SESSION_LABEL	order_bq3ans	trial	itemid	ACC_B_Q1	ACC_B_Q2	ACC_B_Q3	ACC_T_Q1	ACC_T_Q2	ACC_T_Q3	RESPONSE_B_Q1	RESPONSE_B_Q2	RESPONSE_B_Q3	RESPONSE_T_Q1	RESPONSE_T_Q2	RESPONSE_T_Q3	TOTAL_CORRECT	order_bq1ans	order_bq2ans	order_tq1ans	order_tq2ans	order_tq3ans	topic	version
3	[3, 4, 2, 1]	7	p2	1	1	1	1	1	1	4	3	4	1	4	3	28	[4, 2, 3, 1]	[2, 4, 1, 3]	[1, 4, 2, 3]	[3, 2, 4, 1]	[2, 4, 1, 3]	physik	3
3	[2, 1, 3, 4]	8	b3	0	0	1	1	0	0	2	4	2	4	4	2	30	[2, 3, 4, 1]	[2, 1, 3, 4]	[2, 3, 4, 1]	[3, 4, 1, 2]	[4, 2, 3, 1]	bio	3
3	[4, 2, 1, 3]	9	b0	1	0	1	1	1	0	2	4	3	2	1	4	34	[4, 1, 2, 3]	[4, 1, 3, 2]	[3, 1, 4, 2]	[1, 2, 3, 4]	[3, 2, 1, 4]	bio	3
3	[4, 3, 1, 2]	10	p0	0	0	0	1	1	1	1	4	1	4	4	2	37	[3, 2, 4, 1]	[1, 2, 3, 4]	[2, 4, 3, 1]	[3, 2, 4, 1]	[2, 1, 4, 3]	physik	3
3	[1, 3, 2, 4]	11	b2	1	1	1	1	1	1	1	4	1	2	3	2	43	[1, 3, 4, 2]	[2, 3, 4, 1]	[4, 1, 2, 3]	[4, 2, 1, 3]	[4, 1, 3, 2]	bio	3
3	[4, 3, 2, 1]	12	p4	1	0	1	1	0	0	4	2	4	4	4	3	46	[3, 2, 4, 1]	[3, 4, 2, 1]	[2, 3, 4, 1]	[2, 1, 4, 3]	[1, 4, 3, 2]	physik	3
34	[2, 3, 4, 1]	1	b0	0	0	0	0	1	0	3	1	3	1	4	1	1	[3, 1, 4, 2]	[3, 4, 2, 1]	[2, 1, 3, 4]	[3, 4, 2, 1]	[2, 3, 4, 1]	bio	34
34	[3, 2, 1, 4]	2	b4	0	0	1	0	0	1	1	4	3	4	1	3	3	[4, 1, 3, 2]	[4, 1, 3, 2]	[4, 2, 1, 3]	[2, 3, 4, 1]	[3, 2, 1, 4]	bio	34
34	[2, 4, 3, 1]	3	b5	1	0	0	1	1	0	3	4	3	1	2	1	6	[3, 2, 1, 4]	[4, 3, 1, 2]	[1, 3, 2, 4]	[3, 1, 2, 4]	[4, 1, 2, 3]	bio	34
34	[4, 2, 3, 1]	4	b2	1	1	0	1	1	1	4	4	2	2	4	1	11	[2, 3, 4, 1]	[4, 2, 3, 1]	[3, 1, 4, 2]	[2, 3, 4, 1]	[1, 2, 4, 3]	bio	34
34	[2, 4, 1, 3]	5	b3	1	0	0	0	0	0	4	2	1	4	4	1	12	[4, 2, 3, 1]	[4, 2, 3, 1]	[1, 2, 4, 3]	[4, 3, 1, 2]	[2, 3, 1, 4]	bio	34
34	[3, 2, 1, 4]	6	p2	1	0	1	0	1	1	1	3	3	2	1	3	16	[1, 4, 3, 2]	[4, 1, 3, 2]	[1, 2, 3, 4]	[1, 2, 3, 4]	[3, 2, 1, 4]	physik	34
34	[2, 1, 4, 3]	7	b1	0	0	1	1	0	0	2	1	2	4	3	4	18	[2, 3, 4, 1]	[2, 1, 3, 4]	[3, 4, 2, 1]	[3, 4, 2, 1]	[3, 1, 2, 4]	bio	34
34	[4, 2, 3, 1]	8	p0	1	0	0	0	0	1	1	1	1	4	3	4	20	[1, 4, 3, 2]	[2, 4, 3, 1]	[3, 4, 1, 2]	[4, 1, 2, 3]	[4, 3, 2, 1]	physik	34
34	[2, 1, 3, 4]	9	p3	1	0	0	0	1	1	2	3	3	3	3	1	23	[4, 1, 2, 3]	[4, 3, 2, 1]	[2, 3, 4, 1]	[3, 2, 1, 4]	[1, 3, 4, 2]	physik	34
34	[1, 2, 3, 4]	10	p4	0	1	0	1	1	0	3	2	2	2	2	2	26	[1, 4, 3, 2]	[4, 1, 3, 2]	[4, 1, 2, 3]	[2, 1, 4, 3]	[1, 3, 4, 2]	physik	34
34	[2, 1, 3, 4]	11	p1	0	1	1	1	1	1	1	1	2	1	4	2	31	[4, 1, 3, 2]	[1, 3, 4, 2]	[1, 3, 4, 2]	[3, 2, 4, 1]	[2, 1, 3, 4]	physik	34
34	[4, 1, 2, 3]	12	p5	0	1	0	1	0	1	2	1	3	3	1	3	34	[1, 3, 4, 2]	[1, 4, 2, 3]	[3, 2, 1, 4]	[2, 4, 3, 1]	[2, 3, 1, 4]	physik	34
35	[2, 1, 4, 3]	1	b2	1	1	1	1	1	0	3	4	2	3	1	3	5	[2, 3, 1, 4]	[4, 2, 3, 1]	[2, 3, 1, 4]	[1, 4, 3, 2]	[2, 1, 4, 3]	bio	35
35	[1, 3, 2, 4]	2	p2	0	1	1	0	1	1	4	2	1	3	3	3	9	[1, 2, 3, 4]	[3, 1, 2, 4]	[4, 1, 3, 2]	[3, 4, 1, 2]	[4, 2, 1, 3]	physik	35
35	[3, 1, 2, 4]	3	b4	0	0	1	1	1	1	1	3	2	3	3	3	13	[4, 3, 2, 1]	[1, 4, 2, 3]	[3, 2, 1, 4]	[2, 3, 1, 4]	[4, 2, 1, 3]	bio	35
35	[1, 3, 2, 4]	4	p3	0	0	0	1	1	1	2	2	2	4	4	1	16	[1, 4, 3, 2]	[4, 2, 3, 1]	[2, 3, 4, 1]	[3, 2, 4, 1]	[1, 4, 3, 2]	physik	35
35	[2, 4, 1, 3]	5	p5	0	0	1	1	1	1	2	4	3	3	4	2	20	[1, 4, 3, 2]	[3, 2, 1, 4]	[2, 3, 1, 4]	[3, 4, 2, 1]	[3, 1, 4, 2]	physik	35
35	[2, 3, 1, 4]	6	p0	1	0	1	1	1	1	1	3	3	1	4	3	25	[1, 4, 3, 2]	[1, 2, 4, 3]	[1, 2, 3, 4]	[3, 2, 4, 1]	[3, 2, 1, 4]	physik	35
35	[1, 4, 2, 3]	7	b3	0	0	1	0	1	1	2	2	1	1	3	2	28	[2, 3, 4, 1]	[2, 3, 1, 4]	[2, 1, 4, 3]	[3, 2, 1, 4]	[3, 1, 2, 4]	bio	35
35	[1, 4, 3, 2]	8	p1	1	0	1	0	1	0	4	3	1	3	3	1	31	[4, 3, 2, 1]	[4, 1, 2, 3]	[4, 1, 2, 3]	[3, 2, 1, 4]	[2, 4, 3, 1]	physik	35
35	[1, 2, 4, 3]	9	b0	0	0	0	0	1	0	3	3	4	4	2	4	32	[1, 2, 3, 4]	[1, 2, 3, 4]	[3, 2, 1, 4]	[3, 1, 2, 4]	[1, 3, 2, 4]	bio	35
35	[1, 3, 4, 2]	10	b5	0	1	0	1	1	0	3	3	3	4	1	1	35	[1, 3, 2, 4]	[4, 2, 1, 3]	[4, 2, 3, 1]	[1, 2, 3, 4]	[4, 3, 2, 1]	bio	35
35	[1, 3, 4, 2]	11	b1	0	1	1	1	1	1	3	3	1	2	3	2	40	[1, 2, 3, 4]	[4, 3, 1, 2]	[2, 1, 3, 4]	[4, 3, 1, 2]	[3, 1, 2, 4]	bio	35
35	[4, 2, 1, 3]	12	p4	1	0	0	1	1	0	4	2	2	2	4	2	43	[3, 2, 4, 1]	[2, 3, 4, 1]	[3, 1, 2, 4]	[3, 4, 2, 1]	[4, 2, 3, 1]	physik	35
36	[1, 4, 2, 3]	1	p1	0	1	1	0	1	0	4	4	1	2	1	1	3	[1, 4, 3, 2]	[3, 2, 4, 1]	[4, 3, 1, 2]	[1, 3, 2, 4]	[2, 1, 4, 3]	physik	36
36	[4, 1, 3, 2]	2	p3	0	0	1	1	1	1	2	3	2	2	1	3	7	[1, 2, 4, 3]	[2, 3, 4, 1]	[3, 1, 4, 2]	[1, 2, 4, 3]	[2, 3, 1, 4]	physik	36
36	[2, 4, 1, 3]	3	b5	0	0	0	1	1	0	2	2	1	2	2	4	9	[2, 4, 3, 1]	[4, 2, 1, 3]	[3, 1, 4, 2]	[4, 1, 3, 2]	[2, 1, 4, 3]	bio	36
36	[2, 1, 4, 3]	4	p0	0	0	0	1	0	1	4	2	3	1	2	4	11	[2, 3, 1, 4]	[1, 2, 4, 3]	[1, 2, 3, 4]	[2, 4, 1, 3]	[2, 4, 3, 1]	physik	36
36	[4, 2, 1, 3]	5	p2	0	0	0	0	1	1	2	3	4	2	1	1	13	[1, 3, 4, 2]	[4, 2, 3, 1]	[4, 2, 1, 3]	[1, 2, 4, 3]	[1, 3, 4, 2]	physik	36
36	[1, 4, 3, 2]	6	b4	1	0	1	1	1	1	4	3	1	2	4	2	18	[3, 2, 4, 1]	[2, 1, 4, 3]	[4, 1, 2, 3]	[2, 4, 3, 1]	[2, 1, 3, 4]	bio	36
36	[3, 2, 1, 4]	7	b2	1	1	1	1	1	1	1	2	3	1	3	4	24	[1, 4, 3, 2]	[4, 1, 2, 3]	[1, 2, 4, 3]	[3, 4, 1, 2]	[4, 2, 3, 1]	bio	36
36	[1, 3, 4, 2]	8	b3	0	0	1	0	1	1	2	2	1	2	4	2	27	[4, 3, 2, 1]	[1, 2, 4, 3]	[4, 3, 2, 1]	[3, 4, 2, 1]	[2, 1, 4, 3]	bio	36
36	[2, 3, 4, 1]	9	p5	0	0	1	1	1	1	2	1	4	2	3	3	31	[1, 3, 2, 4]	[4, 1, 3, 2]	[4, 1, 3, 2]	[4, 2, 1, 3]	[2, 3, 1, 4]	physik	36
36	[2, 1, 4, 3]	10	p4	1	0	0	1	1	0	2	2	1	4	2	1	34	[3, 1, 4, 2]	[1, 4, 3, 2]	[4, 3, 2, 1]	[3, 1, 4, 2]	[3, 1, 4, 2]	physik	36
36	[3, 4, 1, 2]	11	b1	0	0	0	1	0	0	2	4	1	2	1	2	35	[2, 4, 3, 1]	[1, 4, 2, 3]	[4, 1, 3, 2]	[4, 1, 2, 3]	[3, 2, 4, 1]	bio	36
36	[2, 4, 1, 3]	12	b0	0	0	0	0	1	0	3	3	1	1	2	2	36	[2, 1, 3, 4]	[3, 1, 2, 4]	[4, 1, 3, 2]	[2, 1, 3, 4]	[4, 2, 1, 3]	bio	36
39	[4, 1, 2, 3]	1	p1	0	1	0	1	0	0	4	4	1	2	1	4	2	[1, 3, 4, 2]	[4, 3, 2, 1]	[3, 1, 4, 2]	[2, 4, 3, 1]	[1, 3, 2, 4]	physik	39
39	[3, 1, 2, 4]	2	p3	0	0	0	1	1	1	1	4	1	3	4	4	5	[2, 3, 1, 4]	[4, 1, 3, 2]	[4, 2, 1, 3]	[3, 4, 2, 1]	[4, 2, 3, 1]	physik	39
39	[3, 1, 4, 2]	3	b1	0	1	0	1	0	1	1	3	3	2	4	1	8	[3, 4, 1, 2]	[4, 2, 1, 3]	[2, 1, 3, 4]	[3, 4, 1, 2]	[1, 3, 4, 2]	bio	39
39	[2, 1, 4, 3]	4	p0	0	0	0	0	1	1	4	3	4	3	4	4	10	[1, 4, 2, 3]	[2, 1, 4, 3]	[1, 2, 4, 3]	[2, 3, 4, 1]	[3, 2, 4, 1]	physik	39
39	[1, 4, 2, 3]	5	p2	0	0	1	0	0	1	1	2	1	2	1	2	12	[2, 3, 4, 1]	[3, 2, 4, 1]	[3, 2, 1, 4]	[2, 1, 3, 4]	[2, 1, 3, 4]	physik	39
39	[1, 2, 4, 3]	6	p4	1	0	0	1	1	0	3	4	2	1	3	4	15	[2, 4, 1, 3]	[3, 1, 2, 4]	[1, 2, 4, 3]	[2, 3, 1, 4]	[4, 2, 1, 3]	physik	39
39	[2, 3, 1, 4]	7	b3	1	0	1	0	0	1	2	1	3	3	1	4	18	[4, 1, 3, 2]	[3, 2, 1, 4]	[1, 2, 3, 4]	[4, 1, 2, 3]	[2, 4, 3, 1]	bio	39
39	[2, 1, 4, 3]	8	b5	0	0	0	1	0	0	1	1	3	4	3	3	19	[2, 4, 1, 3]	[2, 1, 4, 3]	[4, 2, 3, 1]	[4, 1, 3, 2]	[1, 3, 2, 4]	bio	39
39	[1, 2, 3, 4]	9	b2	0	0	0	1	0	0	4	1	3	3	4	4	20	[1, 4, 3, 2]	[3, 4, 2, 1]	[3, 4, 1, 2]	[4, 1, 2, 3]	[4, 3, 1, 2]	bio	39
39	[3, 1, 4, 2]	10	b4	0	0	0	0	1	1	4	1	3	3	3	2	22	[4, 1, 3, 2]	[3, 2, 1, 4]	[1, 2, 4, 3]	[4, 3, 1, 2]	[3, 1, 4, 2]	bio	39
39	[1, 2, 3, 4]	11	b0	0	0	0	0	0	0	4	4	3	3	2	3	22	[4, 1, 3, 2]	[2, 1, 3, 4]	[1, 2, 3, 4]	[4, 3, 2, 1]	[1, 3, 4, 2]	bio	39
39	[1, 2, 3, 4]	12	p5	0	0	0	1	0	1	2	4	4	2	3	4	24	[1, 2, 4, 3]	[3, 1, 4, 2]	[3, 1, 2, 4]	[3, 1, 4, 2]	[4, 2, 3, 1]	physik	39
4	[2, 4, 3, 1]	1	b0	1	0	0	1	1	0	4	2	2	3	3	3	3	[2, 3, 4, 1]	[3, 2, 1, 4]	[4, 2, 1, 3]	[4, 2, 1, 3]	[3, 4, 2, 1]	bio	4
4	[3, 4, 2, 1]	2	b2	1	1	0	1	1	1	1	3	3	3	3	1	8	[1, 3, 2, 4]	[3, 4, 1, 2]	[2, 3, 1, 4]	[4, 3, 1, 2]	[1, 3, 4, 2]	bio	4
4	[4, 1, 2, 3]	3	p2	0	0	0	0	0	1	2	1	4	2	1	4	9	[2, 4, 1, 3]	[2, 3, 4, 1]	[3, 2, 1, 4]	[2, 3, 1, 4]	[3, 4, 2, 1]	physik	4
4	[2, 1, 4, 3]	4	b5	0	0	0	1	0	1	3	4	1	1	1	2	11	[1, 4, 2, 3]	[4, 1, 2, 3]	[1, 2, 3, 4]	[3, 2, 4, 1]	[3, 1, 2, 4]	bio	4
4	[2, 3, 4, 1]	5	p3	0	0	1	1	1	1	2	4	4	4	4	2	15	[4, 2, 1, 3]	[4, 1, 3, 2]	[3, 4, 2, 1]	[4, 2, 3, 1]	[4, 1, 3, 2]	physik	4
4	[4, 1, 3, 2]	6	p0	1	0	0	1	0	1	2	4	4	3	1	4	18	[3, 1, 2, 4]	[3, 2, 1, 4]	[2, 3, 1, 4]	[2, 1, 4, 3]	[3, 4, 2, 1]	physik	4
4	[1, 3, 2, 4]	7	b1	0	1	1	1	1	1	2	3	1	3	1	3	23	[4, 3, 2, 1]	[4, 3, 1, 2]	[4, 3, 1, 2]	[1, 2, 3, 4]	[2, 4, 1, 3]	bio	4
4	[3, 1, 4, 2]	8	b4	0	0	0	0	1	1	2	2	1	3	2	1	25	[1, 4, 2, 3]	[4, 2, 3, 1]	[3, 2, 4, 1]	[2, 1, 3, 4]	[1, 2, 3, 4]	bio	4
4	[3, 2, 4, 1]	9	p1	1	1	0	1	1	1	4	3	1	3	1	1	30	[2, 4, 3, 1]	[4, 2, 1, 3]	[4, 2, 1, 3]	[1, 2, 3, 4]	[1, 2, 4, 3]	physik	4
4	[2, 1, 3, 4]	10	p5	1	0	0	1	1	1	3	2	1	4	1	3	34	[4, 2, 1, 3]	[4, 2, 3, 1]	[2, 3, 4, 1]	[1, 2, 3, 4]	[4, 2, 1, 3]	physik	4
4	[4, 2, 3, 1]	11	p4	1	0	0	1	1	1	3	2	1	2	3	3	38	[3, 2, 1, 4]	[3, 4, 2, 1]	[2, 1, 4, 3]	[3, 4, 1, 2]	[2, 4, 1, 3]	physik	4
4	[4, 3, 2, 1]	12	b3	1	1	1	1	1	1	4	3	4	4	3	4	44	[2, 4, 3, 1]	[3, 4, 1, 2]	[3, 2, 4, 1]	[3, 2, 1, 4]	[3, 4, 2, 1]	bio	4
40	[1, 3, 2, 4]	1	p0	0	1	0	1	0	0	1	4	4	3	3	3	2	[2, 3, 1, 4]	[3, 4, 2, 1]	[3, 2, 1, 4]	[2, 1, 3, 4]	[2, 4, 3, 1]	physik	40
40	[1, 3, 4, 2]	2	b1	0	0	1	1	0	1	3	1	1	2	3	4	5	[4, 2, 3, 1]	[3, 2, 1, 4]	[2, 1, 4, 3]	[1, 4, 2, 3]	[2, 4, 3, 1]	bio	40
40	[3, 1, 4, 2]	3	b5	1	0	0	1	1	0	1	1	1	4	3	4	8	[1, 3, 2, 4]	[2, 3, 1, 4]	[3, 2, 4, 1]	[2, 3, 1, 4]	[3, 2, 1, 4]	bio	40
40	[1, 4, 3, 2]	4	b0	0	0	1	0	1	0	4	4	1	3	3	4	10	[1, 3, 2, 4]	[1, 4, 2, 3]	[1, 3, 2, 4]	[2, 3, 1, 4]	[1, 2, 3, 4]	bio	40
40	[1, 3, 4, 2]	5	p1	0	0	0	0	0	0	3	1	3	1	4	4	10	[1, 3, 2, 4]	[2, 1, 3, 4]	[2, 1, 3, 4]	[2, 4, 1, 3]	[1, 4, 2, 3]	physik	40
40	[3, 1, 4, 2]	6	p2	0	0	1	0	0	0	3	2	2	1	4	2	11	[2, 4, 3, 1]	[2, 4, 1, 3]	[2, 1, 4, 3]	[1, 2, 3, 4]	[1, 3, 4, 2]	physik	40
40	[2, 1, 4, 3]	7	p3	0	1	1	1	0	0	1	2	2	2	4	3	14	[4, 1, 3, 2]	[4, 1, 3, 2]	[2, 1, 3, 4]	[4, 1, 3, 2]	[3, 2, 4, 1]	physik	40
40	[3, 2, 4, 1]	8	b4	0	0	1	1	1	1	1	2	4	2	2	4	18	[3, 4, 1, 2]	[1, 4, 3, 2]	[4, 1, 2, 3]	[2, 1, 4, 3]	[2, 3, 4, 1]	bio	40
40	[3, 2, 1, 4]	9	p5	0	0	0	0	0	1	1	2	2	1	2	3	19	[2, 3, 4, 1]	[4, 2, 3, 1]	[4, 1, 3, 2]	[4, 3, 2, 1]	[2, 4, 1, 3]	physik	40
40	[3, 4, 2, 1]	10	b2	1	1	1	0	1	1	4	1	4	4	4	2	24	[3, 2, 4, 1]	[1, 2, 4, 3]	[3, 2, 1, 4]	[2, 3, 4, 1]	[4, 1, 2, 3]	bio	40
40	[3, 2, 4, 1]	11	p4	0	0	1	0	0	0	2	4	4	2	3	3	25	[1, 4, 3, 2]	[2, 1, 4, 3]	[2, 4, 1, 3]	[1, 4, 3, 2]	[2, 1, 3, 4]	physik	40
40	[1, 2, 4, 3]	12	b3	1	0	1	0	1	1	4	3	1	2	4	3	29	[3, 2, 4, 1]	[1, 2, 3, 4]	[3, 4, 1, 2]	[4, 3, 2, 1]	[3, 4, 1, 2]	bio	40
5	[2, 3, 1, 4]	1	p3	0	1	1	0	0	0	3	2	3	1	3	2	2	[4, 1, 2, 3]	[3, 1, 2, 4]	[4, 2, 3, 1]	[4, 3, 2, 1]	[4, 2, 3, 1]	physik	5
5	[3, 1, 4, 2]	2	b1	0	1	1	1	0	0	3	1	2	4	4	4	5	[2, 4, 3, 1]	[1, 2, 3, 4]	[4, 3, 2, 1]	[4, 3, 1, 2]	[1, 3, 4, 2]	bio	5
5	[3, 2, 1, 4]	3	b3	0	0	0	1	1	1	1	1	1	3	2	4	8	[2, 1, 3, 4]	[2, 1, 3, 4]	[3, 2, 1, 4]	[4, 1, 3, 2]	[2, 3, 4, 1]	bio	5
5	[2, 4, 1, 3]	4	b4	0	0	1	0	1	0	1	4	3	3	4	1	10	[2, 3, 4, 1]	[1, 3, 2, 4]	[1, 3, 2, 4]	[3, 4, 2, 1]	[3, 4, 1, 2]	bio	5
5	[3, 1, 4, 2]	5	p5	0	0	0	1	0	1	2	4	3	1	1	2	12	[3, 2, 4, 1]	[1, 2, 3, 4]	[1, 3, 2, 4]	[3, 2, 4, 1]	[2, 1, 3, 4]	physik	5
5	[2, 1, 4, 3]	6	p2	0	0	1	1	0	0	3	3	2	2	1	3	14	[2, 3, 4, 1]	[4, 3, 2, 1]	[2, 1, 4, 3]	[2, 1, 4, 3]	[4, 3, 2, 1]	physik	5
5	[2, 3, 4, 1]	7	p4	0	0	0	1	1	0	3	1	1	1	2	1	16	[4, 2, 3, 1]	[2, 4, 3, 1]	[1, 2, 4, 3]	[4, 1, 2, 3]	[3, 1, 2, 4]	physik	5
5	[4, 2, 1, 3]	8	p1	1	1	0	0	0	0	2	1	4	1	3	1	18	[2, 1, 4, 3]	[1, 2, 3, 4]	[2, 1, 4, 3]	[1, 2, 3, 4]	[2, 3, 1, 4]	physik	5
5	[3, 1, 2, 4]	9	b0	0	0	0	0	0	0	4	4	3	2	1	4	18	[1, 3, 2, 4]	[4, 1, 3, 2]	[2, 4, 1, 3]	[4, 3, 2, 1]	[3, 1, 4, 2]	bio	5
5	[3, 1, 4, 2]	10	b5	0	0	0	0	1	0	3	3	3	3	1	3	19	[2, 1, 4, 3]	[1, 3, 4, 2]	[3, 1, 2, 4]	[1, 3, 2, 4]	[4, 3, 2, 1]	bio	5
5	[1, 4, 3, 2]	11	b2	0	1	0	0	1	0	4	3	4	4	4	4	21	[1, 4, 3, 2]	[3, 4, 1, 2]	[2, 4, 1, 3]	[4, 3, 2, 1]	[4, 3, 1, 2]	bio	5
5	[1, 4, 2, 3]	12	p0	1	0	1	0	1	0	1	2	1	2	1	3	24	[1, 2, 3, 4]	[3, 4, 2, 1]	[3, 4, 2, 1]	[1, 2, 3, 4]	[1, 2, 3, 4]	physik	5
63	[1, 2, 3, 4]	1	b2	0	1	1	0	1	0	2	2	1	3	1	4	3	[2, 3, 4, 1]	[2, 1, 4, 3]	[1, 4, 3, 2]	[1, 4, 3, 2]	[1, 3, 2, 4]	bio	63
63	[1, 4, 2, 3]	2	b4	1	0	0	1	1	1	3	4	4	3	3	4	7	[3, 2, 1, 4]	[2, 3, 1, 4]	[2, 4, 1, 3]	[2, 4, 1, 3]	[4, 2, 3, 1]	bio	63
63	[3, 1, 4, 2]	3	p4	0	0	0	0	1	0	2	2	4	4	1	4	8	[4, 3, 2, 1]	[1, 3, 2, 4]	[4, 3, 1, 2]	[1, 2, 3, 4]	[1, 4, 2, 3]	physik	63
63	[3, 1, 4, 2]	4	b3	0	0	0	0	0	1	4	4	4	2	2	3	9	[3, 1, 2, 4]	[1, 2, 3, 4]	[3, 2, 1, 4]	[4, 2, 1, 3]	[2, 3, 1, 4]	bio	63
63	[1, 2, 3, 4]	5	p1	1	1	0	0	0	0	4	1	4	2	3	1	11	[4, 2, 3, 1]	[1, 3, 4, 2]	[1, 2, 4, 3]	[1, 2, 3, 4]	[3, 4, 1, 2]	physik	63
63	[3, 1, 4, 2]	6	b5	1	0	0	1	0	1	2	2	4	3	3	4	14	[3, 1, 2, 4]	[2, 4, 1, 3]	[3, 4, 1, 2]	[3, 1, 2, 4]	[4, 2, 3, 1]	bio	63
63	[1, 3, 4, 2]	7	p2	0	0	0	1	1	0	2	2	4	4	4	3	16	[3, 2, 1, 4]	[1, 3, 2, 4]	[4, 3, 2, 1]	[4, 2, 3, 1]	[1, 2, 4, 3]	physik	63
63	[4, 2, 1, 3]	8	b0	1	0	0	0	0	1	4	1	1	3	1	2	18	[3, 2, 4, 1]	[3, 2, 4, 1]	[1, 3, 2, 4]	[4, 1, 2, 3]	[4, 1, 3, 2]	bio	63
63	[4, 3, 1, 2]	9	b1	0	0	0	1	0	1	1	1	1	4	3	4	20	[3, 2, 1, 4]	[2, 4, 3, 1]	[4, 3, 2, 1]	[1, 2, 4, 3]	[2, 4, 3, 1]	bio	63
63	[2, 4, 1, 3]	10	p3	0	1	0	1	0	1	4	4	4	1	3	4	23	[1, 4, 3, 2]	[3, 2, 4, 1]	[1, 3, 4, 2]	[3, 4, 2, 1]	[4, 3, 2, 1]	physik	63
63	[1, 3, 2, 4]	11	p0	0	0	0	1	0	1	2	4	3	1	4	2	25	[1, 4, 2, 3]	[2, 1, 3, 4]	[1, 4, 2, 3]	[2, 1, 3, 4]	[3, 1, 2, 4]	physik	63
63	[2, 3, 1, 4]	12	p5	0	0	0	0	1	1	3	4	1	4	3	4	27	[3, 1, 2, 4]	[2, 1, 4, 3]	[3, 1, 4, 2]	[3, 4, 1, 2]	[2, 4, 3, 1]	physik	63
64	[4, 1, 2, 3]	1	b4	1	1	1	1	1	1	1	4	2	3	4	2	6	[1, 3, 4, 2]	[4, 2, 3, 1]	[3, 4, 1, 2]	[4, 3, 2, 1]	[2, 1, 3, 4]	bio	64
64	[4, 1, 3, 2]	2	b0	1	0	1	0	1	1	3	3	2	2	2	2	10	[2, 4, 1, 3]	[3, 1, 2, 4]	[3, 2, 1, 4]	[4, 1, 3, 2]	[2, 1, 4, 3]	bio	64
64	[1, 2, 4, 3]	3	p4	0	0	0	1	0	1	3	2	2	2	2	4	12	[4, 1, 3, 2]	[4, 3, 1, 2]	[2, 1, 3, 4]	[1, 3, 2, 4]	[4, 3, 2, 1]	physik	64
64	[1, 3, 4, 2]	4	b3	1	0	1	1	1	1	1	4	1	4	4	2	17	[1, 2, 4, 3]	[3, 2, 1, 4]	[4, 2, 3, 1]	[4, 2, 3, 1]	[3, 1, 2, 4]	bio	64
64	[2, 3, 1, 4]	5	p0	0	0	0	1	0	0	3	3	1	2	4	2	18	[1, 4, 2, 3]	[1, 3, 4, 2]	[2, 1, 4, 3]	[3, 1, 2, 4]	[3, 4, 1, 2]	physik	64
64	[2, 1, 3, 4]	6	p1	0	1	0	1	0	1	3	1	4	2	4	1	21	[2, 3, 4, 1]	[1, 3, 4, 2]	[2, 1, 4, 3]	[1, 2, 4, 3]	[1, 2, 3, 4]	physik	64
64	[2, 4, 1, 3]	7	b2	1	1	1	1	0	0	1	3	3	3	1	2	25	[1, 4, 3, 2]	[2, 4, 1, 3]	[2, 3, 1, 4]	[4, 3, 1, 2]	[2, 4, 3, 1]	bio	64
64	[3, 2, 1, 4]	8	p2	0	1	1	1	1	0	4	2	3	2	4	2	29	[2, 1, 4, 3]	[3, 1, 2, 4]	[3, 1, 2, 4]	[2, 4, 3, 1]	[1, 2, 3, 4]	physik	64
64	[1, 4, 3, 2]	9	p3	0	1	1	0	1	0	3	3	1	4	2	3	32	[3, 1, 2, 4]	[4, 3, 1, 2]	[3, 4, 1, 2]	[4, 1, 3, 2]	[4, 3, 2, 1]	physik	64
64	[4, 1, 3, 2]	10	p5	0	0	0	1	0	1	4	3	1	3	2	1	34	[1, 4, 3, 2]	[3, 1, 2, 4]	[4, 3, 1, 2]	[3, 2, 4, 1]	[1, 3, 2, 4]	physik	64
64	[4, 2, 3, 1]	11	b5	1	1	1	1	1	1	3	3	4	2	2	3	40	[4, 2, 1, 3]	[4, 3, 1, 2]	[4, 1, 2, 3]	[2, 1, 3, 4]	[4, 2, 1, 3]	bio	64
64	[1, 3, 2, 4]	12	b1	0	0	1	1	1	1	3	2	1	3	2	1	44	[1, 3, 2, 4]	[1, 3, 2, 4]	[4, 2, 1, 3]	[4, 1, 3, 2]	[1, 3, 2, 4]	bio	64
65	[4, 3, 1, 2]	1	b4	0	1	0	1	0	1	2	1	2	2	3	2	3	[2, 3, 4, 1]	[1, 4, 2, 3]	[4, 1, 3, 2]	[1, 4, 3, 2]	[2, 1, 3, 4]	bio	65
65	[3, 2, 1, 4]	2	b3	1	0	1	0	0	1	2	3	3	1	4	4	6	[3, 1, 2, 4]	[1, 2, 3, 4]	[3, 2, 1, 4]	[2, 4, 1, 3]	[4, 3, 2, 1]	bio	65
65	[1, 3, 2, 4]	3	p3	0	0	0	0	0	0	4	1	3	2	4	3	6	[1, 3, 2, 4]	[2, 1, 3, 4]	[1, 2, 3, 4]	[4, 3, 1, 2]	[4, 1, 2, 3]	physik	65
65	[2, 1, 4, 3]	4	p5	1	0	0	0	1	1	1	2	4	4	2	1	9	[1, 2, 3, 4]	[2, 3, 4, 1]	[1, 4, 3, 2]	[3, 1, 2, 4]	[1, 3, 2, 4]	physik	65
