word	word_index_in_text	word_index_in_sent	sent_index_in_text	word_limit_char_indices	text_id	is_technical_term	word_length	STTS_punctuation_before	STTS_punctuation_after	is_in_quote	is_in_parentheses	is_clause_beginning	is_sent_beginning	is_abbreviation	contains_symbol	contains_hyphen	contains_abbreviation	STTS_PoS_tag	type	type_length_chars	PoS_tag	lemma	lemma_length_chars	syllables	type_length_syllables	annotated_type_frequency_normalized	type_frequency_normalized	lemma_frequency_normalized	familiarity_normalized	regularity_normalized	document_frequency_normalized	sentence_frequency_normalized	cumulative_syllable_corpus_frequency_normalized	cumulative_syllable_lexicon_frequency_normalized	cumulative_character_corpus_frequency_normalized	cumulative_character_lexicon_frequency_normalized	cumulative_character_bigram_corpus_frequency_normalized	cumulative_character_bigram_lexicon_frequency_normalized	cumulative_character_trigram_corpus_frequency_normalized	cumulative_character_trigram_lexicon_frequency_normalized	initial_letter_frequency_normalized	initial_bigram_frequency_normalized	initial_trigram_frequency_normalized	avg_cond_prob_in_bigrams	avg_cond_prob_in_trigrams	neighbors_coltheart_higher_freq_cum_freq_normalized	neighbors_coltheart_higher_freq_count_normalized	neighbors_coltheart_all_cum_freq_normalized	neighbors_coltheart_all_count_normalized	neighbors_levenshtein_higher_freq_cum_freq_normalized	neighbors_levenshtein_higher_freq_count_normalized	neighbors_levenshtein_all_cum_freq_normalized	neighbors_levenshtein_all_count_normalized
auftritt	108	23	6	725,732	b5	0	8		$.	0	0	0	0	0	0	0	0	VVFIN	auftritt	8.0	vvfin	auftreten	9.0	auf-tritt	2.0	10.243373982	10.243373982	49.7535307696	175.96040031	164.384969049	68.2030205996	19.4290768861	9224.54658702	7726.94971704	2034564.15224	5152323.65003	254764.507571	449758.131491	161925.269363	145728.131234	41334.1231877	16266.7803613	7317.89743803	0.0701435636526	0.415301620339	0.0	0.0	6.03320829904	1.2842575707	0.0	0.0	6.04955845703	2.1404292845
Das	109	1	7	734,736	b5	0	3			0	0	0	1	0	0	0	0	ART	Das	3.0	art	d	1.0	das	1.0	1025.44103386	1740.04103906	80100.3069113	1740.04103906	0.428085856899	4030.78591059	3283.94850984	9530.4416929	290.670296835	534766.342386	1447841.16302	107744.769815	172544.285482	102628.919831	139156.585245	19121.5915224	4160.8290812	1825.47061457	0.0254258224001	0.0443506865775	7683.24989344	0.428085856899	9528.85572757	34.246868552	7683.24989344	0.428085856899	9963.39387652	44.0928432606
Prion	110	2	7	737,741	b5	2	5			0	0	0	0	0	0	0	0	NN	Prion	5.0	nn	Prion	5.0	pri-on	2.0	0.04087539498	0.04087539498	0.04087539498	41.1042971919	18.8357777036	0.504273719775	0.0775921600881	3574.03008594	12975.2823226	1309542.43372	3018939.37448	260640.500926	472893.175455	228289.669569	327622.668002	10343.3797233	3039.31451897	422.422681881	8.4866e-05	0.0935278122	3.84228712812	2.5685151414	3.92403791808	4.70894442589	3.91586283908	2.9966009983	4.10388965599	6.84937371039
bringt	111	3	7	742,747	b5	0	6			0	0	0	0	0	0	0	0	VVFIN	bringt	6.0	vvfin	bringen	7.0	bringt	1.0	89.5334651641	89.5334651641	535.434973922	116.543926167	14.5549191346	471.49592799	168.359468959	109.071903965	32.1064392675	1672239.01851	3910854.54499	251733.433531	428986.549542	120606.989478	121775.871369	20337.830725	1265.33055192	463.862157312	0.0300125477746	0.207762266131	0.0	0.0	22.9065713468	4.70894442589	0.0	0.0	29.8308632564	8.13363128109
keine	112	4	7	748,752	b5	0	5			0	0	0	0	0	0	0	0	PIAT	keine	5.0	piat	keine	5.0	kei-ne	2.0	690.336370738	690.336370738	1610.00005747	694.660987526	5.99320199659	2106.3513275	1242.70051754	17007.1727407	23043.8616769	2439870.89196	5162128.5285	361735.816812	534857.74707	219660.546685	230458.736804	11052.747678	1953.97468131	1637.88525193	0.0138213898568	0.156099711928	1148.15714467	0.428085856899	1973.77472263	19.6919494174	5750.44049165	0.856171713799	7584.25786187	24.8289797002
genetische	113	5	7	753,762	b5	0	10			0	0	0	0	0	0	0	0	ADJA	genetische	10.0	adja	genetisch	9.0	ge-ne-ti-sche	4.0	2.32989751386	2.32989751386	6.80984080366	30.1169910212	52.2264745417	12.2286377045	4.34516096494	72542.3564536	175236.08935	4190870.37099	9221184.25671	726190.207094	1529786.64201	291113.475762	513754.398582	23747.2147199	15623.9820749	967.185420937	0.00171342442958	0.125073959673	0.0	0.0	0.277952685864	1.2842575707	0.0	0.0	4.57804423776	3.4246868552
Veränderung	114	6	7	763,773	b5	0	11			0	0	0	0	0	0	0	0	NN	Veränderung	11.0	nn	Veränderung	11.0	ver-än-de-rung	4.0	29.0378805938	29.0378805938	63.5775893518	639.659056041	584.765280525	162.124000908	52.9799269082	34228.4262751	81804.2106525	3739285.92336	8036574.37136	658751.969387	1310054.02444	165749.710294	344286.338068	10632.1480387	5672.28673645	5517.81044374	0.0127161278505	0.146491823292	0.0	0.0	0.0899258689559	1.2842575707	0.0	0.0	0.114451105944	2.1404292845
mit	115	7	7	774,776	b5	0	3			0	0	0	0	0	0	0	0	PTKVZ	mit	3.0	ptkvz	mit	3.0	mit	1.0	78.3090817026	6389.55999248	6727.32973136	6389.55999248	0.428085856899	6848.28925141	10606.5379154	9545.0750843	6105.78857696	754691.189375	1756517.60717	154872.35076	192565.004837	138846.449102	106042.43187	21052.512481	9522.82251927	6974.74032209	0.0635514315396	0.282257671036	0.0	0.0	1501.70478601	30.3940958399	0.0	0.0	1518.70077524	44.5209291175
sich	116	8	7	777,780	b5	0	4		$,	0	0	0	0	0	0	0	0	PRF	sich	4.0	prf	sich	4.0	sich	1.0	6557.46793998	6557.46793998	6566.55045274	6557.81946837	0.856171713799	6282.99841154	11211.8033194	6926.29480396	1064.22144025	990057.517976	2298056.06212	287477.77288	411907.636196	194753.386357	108862.23341	48925.779496	15113.3748159	6879.41072592	0.109257424523	0.373105981887	0.0	0.0	1254.85010065	21.404292845	0.0	0.0	4636.93750684	29.5379241261
denn	117	9	7	782,785	b5	0	4			0	0	1	0	0	0	0	0	KON	denn	4.0	kon	denn	4.0	denn	1.0	383.337629201	664.960925534	854.590057925	671.762591259	5.56511613969	1372.25485994	1238.51054089	855.620117879	17.5515201329	1937463.14725	3819161.97913	599919.596463	762064.743705	397025.351991	283430.508823	110461.430317	53801.2331077	11287.0372669	0.0152404944839	0.109033613454	2742.96790537	0.856171713799	3506.15240504	22.2604645588	12584.6021553	1.2842575707	13785.2351321	26.9694089847
das	118	10	7	786,788	b5	0	3			0	0	0	0	0	0	0	0	ART	das	3.0	art	d	1.0	das	1.0	5535.50948977	7683.24989344	80100.3069113	7683.24989344	0.428085856899	6503.8703008	12246.2154424	9530.4416929	290.670296835	734069.119328	1662118.68252	216547.190476	169684.671958	215247.31204	124039.161294	110461.430317	19319.7963127	7903.50287175	0.0288325249482	0.178984875387	0.0	0.0	15300.9683536	34.6749544089	0.0	0.0	16474.0513142	50.942216971
verantwortliche	119	11	7	789,803	b5	0	15			0	0	0	0	0	0	0	0	ADJA	verantwortliche	15.0	adja	verantwortlich	14.0	ve-rant-wort-li-che	5.0	3.30273191438	3.30273191438	46.0338698264	140.627708889	241.440423291	41.9807871713	6.20737280705	18220.1500868	54281.2866549	4593969.43062	10689257.6135	722226.454642	1489719.94623	289043.161531	433031.532804	23102.1601118	7335.96436261	7300.98319958	0.0102593095099	0.114793307913	0.0	0.0	0.825682978595	0.428085856899	40.0987624753	0.856171713799	42.7229628331	2.9966009983
Gen	120	12	7	804,806	b5	1	3			0	0	0	0	0	0	0	0	NN	Gen	3.0	nn	Gen	3.0	gen	1.0	2.77135177964	2.77135177964	7.21041967447	2.77135177964	0.428085856899	11.0940218351	5.05900883775	18942.7616694	41430.5773166	1260815.18601	2638378.32516	396798.558949	686136.86761	348244.925399	480776.37651	15129.6759234	8582.12435428	817.982054181	0.0115723300328	0.209397561728	10047.5072643	4.70894442589	10071.1822931	33.8187826951	10110.6433994	6.42128785349	10142.2809551	45.3771008313
führt	121	13	7	807,811	b5	0	5			0	0	0	0	0	0	0	0	VVFIN	führt	5.0	vvfin	führen	6.0	führt	1.0	115.546566529	115.546566529	495.79401587	170.785575305	4.28085856899	542.976727768	217.273566679	429.281573159	86.4733430937	925325.517544	2318250.58434	148483.5674	192682.300362	115769.084005	103404.138734	12864.091756	5154.69795998	618.542826995	0.0444310020418	0.258882563818	0.0	0.0	80.7043798484	7.27745956729	0.0	0.0	195.081910081	10.7021464225
weiterhin	122	14	7	812,820	b5	0	9			0	0	0	0	0	0	0	0	ADV	weiterhin	9.0	adv	weiterhin	9.0	wei-ter-hin	3.0	55.7213384367	55.7213384367	62.3922028974	90.3100976687	50.0860452572	476.538665187	105.028747895	15625.3146128	38524.3024341	3643876.32587	7861038.19382	704509.17819	1198883.98017	314508.892307	380293.067578	34258.3961147	9994.2302745	2505.75163814	0.0142348238942	0.197457434247	0.0	0.0	6.67086446073	0.856171713799	0.0	0.0	6.68721461872	1.7123434276
zur	123	15	7	821,823	b5	0	3			0	0	0	0	0	0	0	0	APPRART	zur	3.0	apprart	zur	3.0	zur	1.0	1694.48949889	1694.48949889	1790.59572757	1694.48949889	0.428085856899	4293.00824488	2973.92127499	1805.646048	102.740605656	568301.260359	1400712.76295	166723.967158	135076.927028	153939.647823	92110.8057432	19838.2434724	15326.7362026	2405.29626744	0.0478070617353	0.273718659164	2374.50074486	0.428085856899	4321.90266265	25.685151414	11272.452926	0.856171713799	13220.8522034	30.8221816968
Expression	124	16	7	824,833	b5	1	10			0	0	0	0	0	0	0	0	NN	Expression	10.0	nn	Expression	10.0	ex-press-i-on	4.0	0.400578870804	0.400578870804	0.515029976748	22.0154877362	27.8255806985	4.41239504803	0.760403168864	7341.8831198	26226.6800229	2658579.15639	6293212.69874	375351.435405	716602.453788	238243.351451	345382.237862	14903.9783425	367.894904978	136.989798736	0.0160605609388	0.236153720184	0.0	0.0	0.16350157992	0.428085856899	0.0	0.0	0.188026816908	1.2842575707
von	125	17	7	834,836	b5	0	3			0	0	0	0	0	0	0	0	APPR	von	3.0	appr	von	3.0	von	1.0	7955.34104766	7955.34104766	8265.3727435	7955.34104766	0.428085856899	7856.20634881	12401.4928732	8585.23905938	340.756342092	620899.645044	1436353.90714	258695.641457	333765.271963	253104.606831	264495.4152	23102.1601118	13320.2529889	7993.18348833	0.0874371201871	0.312235645495	0.0	0.0	3224.03042889	30.8221816968	0.0	0.0	3276.15473257	38.9558129779
Proteinen	126	18	7	837,845	b5	1	9			0	0	0	0	0	0	0	0	NN	Proteinen	9.0	nn	Protein	7.0	pro-tei-nen	3.0	0.866558373575	0.866558373575	4.20199060394	296.853468502	171.23434276	2.0170948791	1.5828800658	16232.2161273	39219.9419516	3604983.81265	7969531.41722	685351.608145	1261275.78147	415166.947744	553276.569149	10343.3797233	3039.31451897	1551.10678838	0.038937126566	0.282889803396	0.0	0.0	0.253427448876	0.428085856899	1.97019403803	0.428085856899	2.22362148691	0.856171713799
mit	127	19	7	846,848	b5	0	3			0	0	0	0	0	0	0	0	APPR	mit	3.0	appr	mit	3.0	mit	1.0	6311.02200856	6389.55999248	6727.32973136	6389.55999248	0.428085856899	6848.28925141	10606.5379154	9545.0750843	6105.78857696	754691.189375	1756517.60717	154872.35076	192565.004837	138846.449102	106042.43187	21052.512481	9522.82251927	6974.74032209	0.0635514315396	0.282257671036	0.0	0.0	1501.70478601	30.3940958399	0.0	0.0	1518.70077524	44.5209291175
normaler	128	20	7	849,856	b5	0	8			0	0	0	0	0	0	0	0	ADJA	normaler	8.0	adja	normal	6.0	nor-ma-ler	3.0	6.51553795981	6.51553795981	61.280392154	37.1720841948	17.5515201329	65.8077204306	12.2595612939	6903.55990927	28852.5586692	2560108.31882	6109310.86739	396371.223045	722818.688516	226546.669151	182531.100438	21439.2836433	2874.48040118	157.468371621	0.0092827238394	0.130208697991	23.2744499016	0.428085856899	28.9970051988	3.4246868552	38.1857939903	0.856171713799	44.0963761044	5.56511613969
Primärstruktur	129	21	7	857,870	b5	2	14		$.	0	0	0	0	0	0	0	0	NN	Primärstruktur	14.0	nn	Primärstruktur	14.0	pri-mär-struk-tur	4.0	0.155326500924	0.155326500924	0.16350157992	20.43769749	145.977277203	0.630342149719	0.279331776317	1352.35426783	9298.45289771	3110958.45059	7856740.6399	274174.115301	612507.812567	141330.929184	175858.954272	10343.3797233	3039.31451897	422.422681881	2.24972105263e-05	0.131800910053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Die	130	1	8	872,874	b5	0	3			0	0	0	1	0	0	0	0	ART	Die	3.0	art	d	1.0	die	1.0	4044.09712821	4092.99227569	80100.3069113	4092.99227569	0.428085856899	7006.50513099	7668.65043956	33694.5118659	1928.95487119	1162034.30857	2398782.95191	235702.357048	295575.732669	203871.746843	202066.798517	19121.5915224	6400.40832231	5199.86527143	0.05895410862	0.0848217844714	29483.8638533	0.856171713799	35483.8322812	32.5345251244	29483.8638533	0.856171713799	35649.500257	46.661358402
Prionenform	131	2	8	875,885	b5	2	11			0	0	0	0	0	0	0	0	NN	Prionenform	11.0	nn	Prionenform	11.0	pri-o-nen-form	4.0																												
vermehrt	132	3	8	886,893	b5	0	8			0	0	0	0	0	0	0	0	VVFIN	vermehrt	8.0	vvfin	vermehren	9.0	ver-mehrt	2.0	0.0899258689559	11.0854071186	9.11521308053	1263.26225693	486.305533438	98.0812384963	20.8567726317	15308.4158506	39539.2940008	2852281.67722	6456345.51666	366358.791284	670733.054221	143119.832671	156180.275516	23102.1601118	7335.96436261	7300.98319958	0.0285428334509	0.302745340998	0.0	0.0	16.9469387587	3.4246868552	0.0	0.0	26.9941108448	5.56511613969
sich	133	4	8	894,897	b5	0	4			0	0	0	0	0	0	0	0	PRF	sich	4.0	prf	sich	4.0	sich	1.0	6557.46793998	6557.46793998	6566.55045274	6557.81946837	0.856171713799	6282.99841154	11211.8033194	6926.29480396	1064.22144025	990057.517976	2298056.06212	287477.77288	411907.636196	194753.386357	108862.23341	48925.779496	15113.3748159	6879.41072592	0.109257424523	0.373105981887	0.0	0.0	1254.85010065	21.404292845	0.0	0.0	4636.93750684	29.5379241261
somit	134	5	8	898,902	b5	0	5			0	0	0	0	0	0	0	0	ADV	somit	5.0	adv	somit	5.0	so-mit	2.0	38.4146962022	38.4146962022	44.2108272103	38.5454974661	2.9966009983	270.416782229	72.6572987065	17105.0611366	14530.9463266	1140181.7665	2884021.69539	201703.397065	239695.117253	165772.044609	118415.825478	48925.779496	8037.09183762	48.985073344	0.00284890741051	0.207550296933	0.0	0.0	30.9917244738	2.9966009983	0.0	0.0	31.4822292136	3.8527727121
über	135	6	8	903,906	b5	0	4			0	0	0	0	0	0	0	0	APPR	über	4.0	appr	über	4.0	ü-ber	2.0	2108.70440146	2127.76868568	2237.96057547	2158.5887335	1.7123434276	4705.63021608	3662.52065891	16754.4973991	24846.1031344	1219536.24461	2729799.48458	331123.824758	515246.277793	217997.727442	172072.534868	4201.6554257	4185.99197435	3864.02466317	0.061186912624	0.29530401917	2250.5583722	0.428085856899	3200.9440058	10.7021464225	2250.5583722	0.428085856899	3226.96528225	19.2638635605
die	136	7	8	907,909	b5	0	3			0	0	0	0	0	0	0	0	ART	die	3.0	art	d	1.0	die	1.0	20527.116504	24520.1275636	80100.3069113	24520.1275636	0.428085856899	9091.29875697	30440.211361	33694.5118659	1928.95487119	1361337.08551	2613060.47141	356516.797331	303924.26305	343523.065172	189343.230678	110461.430317	29991.8223867	29048.3692201	0.0938387928357	0.266249299869	0.0	0.0	15201.9436218	35.5311261227	0.0	0.0	15852.8515865	58.2196765383
Umwandlung	137	8	8	910,919	b5	0	10			0	0	0	0	0	0	0	0	NN	Umwandlung	10.0	nn	Umwandlung	10.0	um-wand-lung	3.0	12.8430491027	12.8430491027	14.1101863471	13.9466847672	8.13363128109	102.997907264	24.1001249234	6228.46188578	13172.2018168	2059897.88819	4539397.59758	258054.674389	579257.955976	91966.2950976	235094.050463	5614.22732542	736.574617539	99.6787381981	0.00312947154876	0.0965986052078	0.0	0.0	0.0	0.0	0.0	0.0	0.130801263936	0.856171713799
vom	138	9	8	920,922	b5	0	3			0	0	0	0	0	0	0	0	APPRART	vom	3.0	apprart	vom	3.0	vom	1.0	1070.10149042	1070.10149042	1120.19019943	1070.10149042	0.428085856899	3414.4373566	1889.72602208	1121.14668367	17.123434276	254662.834113	704941.395046	76489.2682427	70161.1315165	70068.4549232	40004.1952414	23102.1601118	13320.2529889	1070.7309715	0.0456636596419	0.247575195203	9646.86299288	0.856171713799	9801.78073985	21.404292845	9646.86299288	0.856171713799	9809.30998761	24.4008938433
Wildtypprotein	139	10	8	923,936	b5	2	14			0	0	0	0	0	0	0	0	NN	Wildtypprotein	14.0	nn	Wildtypprotein	14.0	wild-typ-pro-te-in	5.0																												
zum	140	11	8	937,939	b5	0	3			0	0	0	0	0	0	0	0	APPRART	zum	3.0	apprart	zum	3.0	zum	1.0	1651.97908812	1651.97908812	1753.17839101	1651.97908812	0.428085856899	4157.73681955	2949.09178377	1759.48955199	40.6681564054	334500.075158	796971.292562	79591.3101428	74215.1045814	74055.9396294	41125.3521006	19838.2434724	15326.7362026	1754.61720491	0.0446728863733	0.258942942311	1694.48949889	0.428085856899	1814.22988095	26.9694089847	12615.7737315	1.2842575707	12735.6694401	30.8221816968
amyloiden	141	12	8	940,948	b5	2	9			0	0	0	0	0	0	0	0	ADJA	amyloiden	9.0	adja	amyloid	7.0	a-my-lo-i-den	5.0																												
Typ	142	13	8	949,951	b5	0	3		$.	0	0	0	0	0	0	0	0	NN	Typ	3.0	nn	Typ	3.0	typ	1.0	19.9226675132	19.9226675132	27.9342449293	19.9226675132	0.428085856899	114.848339679	35.195803816	34.1718302032	319.780135104	42797.15985	237182.253273	9107.82280912	33354.3095403	8845.29649732	31065.3344635	8191.78885746	105.646545865	87.767648101	0.0371739543426	0.340077052867	0.0	0.0	2.25632180289	6.84937371039	0.0	0.0	13.0147257616	10.2740605656
Eine	143	1	9	953,956	b5	0	4			0	0	0	1	0	0	0	0	ART	Eine	4.0	art	eine	4.0	ei-ne	2.0	400.881348726	402.745266738	17543.4333976	418.752071412	4.70894442589	1664.85968584	762.932673283	30417.7276523	27062.3036156	1631171.42743	3391959.69144	270950.550852	383709.620802	186734.099841	228115.822909	14903.9783425	3644.7281691	2977.8869754	0.0084152481915	0.0257485807386	4602.28334698	0.428085856899	4693.80335634	24.4008938433	5164.96585919	0.856171713799	5388.77499687	31.6783534106
Deletion	144	2	9	957,964	b5	1	8			0	0	0	0	0	0	0	0	NN	Deletion	8.0	nn	Deletion	8.0	de-let-i-on	4.0	0.171676658916	0.171676658916	0.269777606868	16.407383545	37.6715554072	0.252136859888	0.32588707237	22485.7673305	59333.555938	2968528.74992	6637248.60658	349342.96931	700253.426827	247278.080879	345844.570587	19121.5915224	4739.26497064	119.781257449	5.87652380952e-06	0.159282127619	0.0	0.0	0.0	0.0	0.0	0.0	0.016350157992	0.856171713799
des	145	3	9	965,967	b5	0	3			0	0	0	0	0	0	0	0	ART	des	3.0	art	d	1.0	des	1.0	7101.07799289	7101.07799289	80100.3069113	7101.07799289	0.428085856899	7430.34719246	10967.4656073	9589.02430898	7300.14811771	1261615.62435	2602206.35451	326044.476501	328517.367443	261724.107647	165779.244685	110461.430317	53801.2331077	7725.99738151	0.121698304848	0.352013185599	44055.247282	1.2842575707	49782.1108458	35.9592119796	44055.247282	1.2842575707	54875.2749862	52.2264745417
codierenden	146	4	9	968,978	b5	1	11			0	0	0	0	0	0	0	0	ADJA	codierenden	11.0	adja	codierend	9.0	co-die-ren-den	4.0	0.016350157992	0.016350157992	0.032700315984	0.0572255529719	2.1404292845	0.252136859888	0.0310368640353	66375.6409395	47469.156414	4667665.10269	9617299.37756	1041301.69265	1830032.79138	439851.140968	622684.697643	922.345112644	273.775220497	2.22362148691	1.19685e-05	0.000349839	0.0572255529719	0.428085856899	0.0654006319679	0.856171713799	0.0572255529719	0.428085856899	0.0735757109639	1.2842575707
Gens	147	5	9	979,982	b5	1	4			0	0	0	0	0	0	0	0	NN	Gens	4.0	nn	Gen	3.0	gens	1.0	1.09546058546	1.11998582245	7.21041967447	32.9619185118	5.56511613969	2.52136859888	1.97084086624	234.82914416	868.158117792	1530718.76267	3382405.2432	285323.565989	636684.817507	100775.506796	211835.289686	15129.6759234	8582.12435428	817.982054181	0.00781865764964	0.220184499993	39.6900085255	2.5685151414	43.6140464436	21.404292845	47.9304881535	3.8527727121	52.5003573123	26.9694089847
des	148	6	9	983,985	b5	0	3			0	0	0	0	0	0	0	0	ART	des	3.0	art	d	1.0	des	1.0	7101.07799289	7101.07799289	80100.3069113	7101.07799289	0.428085856899	7430.34719246	10967.4656073	9589.02430898	7300.14811771	1261615.62435	2602206.35451	326044.476501	328517.367443	261724.107647	165779.244685	110461.430317	53801.2331077	7725.99738151	0.121698304848	0.352013185599	44055.247282	1.2842575707	49782.1108458	35.9592119796	44055.247282	1.2842575707	54875.2749862	52.2264745417
zellulären	149	7	9	986,995	b5	1	10			0	0	0	0	0	0	0	0	ADJA	zellulären	10.0	adja	zellulär	8.0	zel-lu-lä-ren	4.0	0.310653001848	0.310653001848	0.686706635663	1.35706311333	8.13363128109	1.76495801921	0.58970041667	10499.4910318	26857.2504902	3114941.76601	7221323.38462	508148.571302	1001507.2903	365170.772454	485734.894991	19838.2434724	986.037153102	4.37366726286	0.0263639825	0.129394272474	0.0	0.0	0.147151421928	1.2842575707	0.0	0.0	0.351528396828	1.7123434276
Proteins	150	8	9	996,1003	b5	1	8			0	0	0	0	0	0	0	0	NN	Proteins	8.0	nn	Protein	7.0	pro-teins	2.0	0.44962934478	0.44962934478	4.20199060394	257.122584582	133.99087321	1.00854743955	0.791440032899	2266.60605227	12864.8361715	2629942.6313	6124295.58472	351212.593526	750451.202493	129099.196139	227520.783568	10343.3797233	3039.31451897	1551.10678838	0.0234083255636	0.403798131982	1.97019403803	0.428085856899	2.03559467	1.2842575707	2.88580288559	0.856171713799	2.95120351755	1.7123434276
würde	151	9	9	1004,1008	b5	0	5			0	0	0	0	0	0	0	0	VAFIN	würde	5.0	vafin	werden	6.0	wür-de	2.0	443.089281583	444.299193274	8998.09689884	447.307622345	5.99320199659	1406.41940445	795.536898952	16404.2688399	36257.5878218	1420595.0367	2861591.70883	288691.494158	302915.264685	185049.346861	195289.771317	34258.3961147	864.784381433	703.236645393	0.017095306751	0.266364239142	1350.62932616	0.428085856899	1772.47975252	9.41788885179	1350.62932616	0.428085856899	1973.18611695	13.2706615639
somit	152	10	9	1009,1013	b5	0	5			0	0	0	0	0	0	0	0	ADV	somit	5.0	adv	somit	5.0	so-mit	2.0	38.4146962022	38.4146962022	44.2108272103	38.5454974661	2.9966009983	270.416782229	72.6572987065	17105.0611366	14530.9463266	1140181.7665	2884021.69539	201703.397065	239695.117253	165772.044609	118415.825478	48925.779496	8037.09183762	48.985073344	0.00284890741051	0.207550296933	0.0	0.0	30.9917244738	2.9966009983	0.0	0.0	31.4822292136	3.8527727121
eine	153	11	9	1014,1017	b5	0	4			0	0	0	0	0	0	0	0	ART	eine	4.0	art	eine	4.0	ei-ne	2.0	4544.81254164	4602.28334698	17543.4333976	4654.20327368	7.70554542419	6231.56249212	7847.29862895	30417.7276523	27062.3036156	2386639.00405	4952915.26469	382524.871022	493577.855975	268757.733063	229873.543438	45007.5949345	21503.4825387	20569.6023896	0.0243873860821	0.18682983564	0.0	0.0	517.016520944	29.1098382692	4999.44503476	0.428085856899	15385.972825	53.5107321124
Prioneninfektion	154	12	9	1018,1033	b5	2	16			0	0	0	0	0	0	0	0	NN	Prioneninfektion	16.0	nn	Prioneninfektion	16.0	pri-o-nen-in-fek-ti-on	7.0																												
verhindern	155	13	9	1034,1043	b5	0	10		$.	0	0	0	0	0	0	0	0	VVINF	verhindern	10.0	vvinf	verhindern	10.0	ver-hin-dern	3.0	41.3004990878	42.1425322243	72.7827283013	1355.77962593	1024.40945556	378.709563551	79.3922982022	18986.5637426	45295.7645185	4002234.50252	8419980.47928	825414.697028	1365564.77367	322415.387258	423281.021242	23102.1601118	7335.96436261	7300.98319958	0.0160117080258	0.207681804801	0.0	0.0	29.7164121504	2.9966009983	0.0	0.0	29.7654626244	4.70894442589
