version	text_id	text_domain	order_bq_1_ans	order_bq_2_ans	order_bq_3_ans	order_tq_1_ans	order_tq_2_ans	order_tq_3_ans	trial
26	p2	physics	[4, 2, 1, 3]	[3, 4, 2, 1]	[3, 4, 1, 2]	[4, 1, 2, 3]	[1, 4, 3, 2]	[2, 1, 4, 3]	4
26	p0	physics	[3, 2, 4, 1]	[3, 1, 2, 4]	[1, 4, 3, 2]	[3, 1, 2, 4]	[4, 1, 2, 3]	[3, 4, 2, 1]	5
26	b2	biology	[4, 2, 3, 1]	[4, 1, 3, 2]	[3, 4, 2, 1]	[2, 3, 1, 4]	[2, 1, 4, 3]	[4, 3, 1, 2]	6
26	b0	biology	[3, 2, 4, 1]	[2, 3, 4, 1]	[4, 1, 2, 3]	[3, 2, 1, 4]	[2, 1, 3, 4]	[3, 2, 4, 1]	7
26	p4	physics	[4, 3, 1, 2]	[2, 4, 1, 3]	[1, 3, 4, 2]	[2, 1, 3, 4]	[2, 4, 1, 3]	[2, 3, 1, 4]	8
26	b3	biology	[4, 2, 1, 3]	[3, 4, 2, 1]	[2, 4, 1, 3]	[4, 2, 3, 1]	[3, 4, 2, 1]	[4, 1, 3, 2]	9
26	b4	biology	[3, 1, 2, 4]	[3, 1, 4, 2]	[1, 4, 2, 3]	[2, 4, 1, 3]	[1, 2, 4, 3]	[1, 3, 4, 2]	10
26	b5	biology	[1, 4, 2, 3]	[3, 4, 1, 2]	[3, 1, 4, 2]	[2, 1, 4, 3]	[2, 3, 1, 4]	[4, 2, 1, 3]	11
26	p1	physics	[3, 1, 4, 2]	[1, 2, 4, 3]	[4, 2, 1, 3]	[4, 2, 3, 1]	[1, 3, 4, 2]	[3, 2, 4, 1]	12
27	p5	physics	[4, 1, 3, 2]	[3, 1, 4, 2]	[4, 3, 2, 1]	[2, 3, 4, 1]	[4, 1, 3, 2]	[3, 2, 4, 1]	1
27	p1	physics	[4, 1, 3, 2]	[4, 3, 2, 1]	[1, 4, 2, 3]	[3, 1, 2, 4]	[2, 4, 1, 3]	[2, 3, 1, 4]	2
27	p2	physics	[3, 4, 2, 1]	[4, 1, 3, 2]	[4, 3, 2, 1]	[3, 2, 4, 1]	[3, 1, 2, 4]	[2, 4, 3, 1]	3
27	b4	biology	[1, 4, 3, 2]	[2, 4, 1, 3]	[3, 4, 2, 1]	[1, 2, 4, 3]	[3, 1, 2, 4]	[2, 4, 1, 3]	4
27	b1	biology	[4, 2, 1, 3]	[2, 3, 1, 4]	[3, 2, 4, 1]	[4, 1, 2, 3]	[2, 4, 3, 1]	[4, 1, 2, 3]	5
27	b5	biology	[3, 1, 4, 2]	[4, 1, 2, 3]	[1, 3, 4, 2]	[4, 2, 1, 3]	[2, 3, 4, 1]	[2, 3, 4, 1]	6
27	p0	physics	[2, 4, 1, 3]	[4, 2, 3, 1]	[4, 2, 3, 1]	[4, 2, 1, 3]	[2, 3, 1, 4]	[4, 1, 3, 2]	7
27	b0	biology	[3, 1, 4, 2]	[4, 1, 3, 2]	[1, 4, 3, 2]	[3, 1, 2, 4]	[3, 4, 1, 2]	[3, 1, 4, 2]	8
27	b3	biology	[4, 2, 3, 1]	[2, 1, 4, 3]	[1, 3, 4, 2]	[3, 2, 4, 1]	[2, 4, 1, 3]	[2, 4, 1, 3]	9
27	p4	physics	[1, 4, 3, 2]	[4, 3, 2, 1]	[4, 3, 2, 1]	[4, 2, 1, 3]	[1, 3, 2, 4]	[4, 1, 2, 3]	10
27	b2	biology	[3, 1, 2, 4]	[4, 2, 1, 3]	[3, 2, 1, 4]	[2, 3, 4, 1]	[1, 3, 4, 2]	[4, 2, 1, 3]	11
27	p3	physics	[2, 1, 4, 3]	[4, 1, 3, 2]	[2, 4, 3, 1]	[1, 3, 4, 2]	[4, 3, 1, 2]	[3, 4, 1, 2]	12
28	p1	physics	[4, 1, 2, 3]	[3, 4, 2, 1]	[2, 1, 3, 4]	[4, 2, 1, 3]	[1, 2, 3, 4]	[4, 1, 3, 2]	1
28	p2	physics	[2, 1, 3, 4]	[1, 3, 4, 2]	[2, 1, 3, 4]	[4, 2, 3, 1]	[2, 3, 1, 4]	[1, 3, 4, 2]	2
28	b3	biology	[2, 3, 1, 4]	[4, 1, 2, 3]	[2, 1, 3, 4]	[3, 1, 2, 4]	[4, 3, 2, 1]	[4, 3, 1, 2]	3
28	p5	physics	[3, 2, 4, 1]	[3, 2, 4, 1]	[2, 3, 1, 4]	[3, 4, 2, 1]	[4, 3, 1, 2]	[3, 2, 1, 4]	4
28	p0	physics	[2, 4, 3, 1]	[3, 4, 2, 1]	[4, 2, 1, 3]	[4, 2, 3, 1]	[1, 4, 2, 3]	[1, 2, 4, 3]	5
28	b2	biology	[1, 4, 3, 2]	[1, 4, 3, 2]	[1, 2, 3, 4]	[3, 4, 1, 2]	[4, 2, 1, 3]	[4, 2, 1, 3]	6
28	b0	biology	[4, 2, 3, 1]	[4, 1, 2, 3]	[2, 3, 4, 1]	[4, 1, 2, 3]	[2, 1, 3, 4]	[2, 4, 1, 3]	7
28	p4	physics	[2, 4, 1, 3]	[3, 1, 2, 4]	[1, 3, 2, 4]	[4, 1, 3, 2]	[2, 3, 1, 4]	[1, 2, 3, 4]	8
28	b1	biology	[2, 3, 4, 1]	[3, 4, 2, 1]	[2, 1, 3, 4]	[2, 3, 1, 4]	[1, 3, 2, 4]	[3, 4, 1, 2]	9
28	b4	biology	[2, 1, 4, 3]	[4, 3, 2, 1]	[4, 2, 1, 3]	[4, 3, 2, 1]	[4, 3, 2, 1]	[4, 2, 1, 3]	10
28	b5	biology	[1, 4, 2, 3]	[4, 2, 3, 1]	[3, 1, 2, 4]	[1, 2, 3, 4]	[3, 2, 4, 1]	[3, 1, 4, 2]	11
28	p3	physics	[2, 3, 1, 4]	[4, 3, 1, 2]	[2, 1, 4, 3]	[1, 3, 4, 2]	[3, 1, 2, 4]	[1, 2, 4, 3]	12
29	b4	biology	[4, 2, 1, 3]	[4, 3, 1, 2]	[1, 4, 2, 3]	[2, 3, 4, 1]	[2, 4, 3, 1]	[2, 1, 4, 3]	1
29	p3	physics	[4, 1, 2, 3]	[1, 3, 4, 2]	[4, 1, 3, 2]	[4, 1, 2, 3]	[1, 3, 2, 4]	[2, 4, 3, 1]	2
29	p5	physics	[1, 3, 4, 2]	[1, 3, 2, 4]	[2, 3, 4, 1]	[2, 3, 4, 1]	[2, 1, 4, 3]	[4, 3, 1, 2]	3
29	p4	physics	[1, 3, 2, 4]	[1, 2, 3, 4]	[3, 1, 4, 2]	[2, 4, 3, 1]	[1, 4, 3, 2]	[3, 4, 2, 1]	4
29	b1	biology	[3, 2, 1, 4]	[4, 1, 2, 3]	[3, 4, 2, 1]	[4, 1, 2, 3]	[2, 3, 1, 4]	[4, 3, 2, 1]	5
29	b0	biology	[2, 4, 1, 3]	[4, 3, 1, 2]	[4, 3, 2, 1]	[4, 3, 2, 1]	[4, 2, 3, 1]	[1, 4, 3, 2]	6
29	b3	biology	[1, 2, 4, 3]	[1, 2, 4, 3]	[4, 3, 2, 1]	[2, 1, 3, 4]	[1, 4, 3, 2]	[4, 2, 3, 1]	7
29	b2	biology	[3, 1, 4, 2]	[4, 2, 1, 3]	[3, 4, 2, 1]	[2, 1, 4, 3]	[2, 3, 1, 4]	[3, 4, 1, 2]	8
29	b5	biology	[2, 1, 3, 4]	[4, 3, 1, 2]	[2, 1, 4, 3]	[2, 3, 4, 1]	[1, 2, 4, 3]	[4, 3, 1, 2]	9
29	p2	physics	[2, 1, 4, 3]	[4, 3, 2, 1]	[2, 3, 4, 1]	[1, 3, 2, 4]	[4, 3, 1, 2]	[3, 2, 4, 1]	10
29	p0	physics	[2, 4, 1, 3]	[2, 3, 4, 1]	[1, 4, 3, 2]	[2, 1, 3, 4]	[2, 4, 3, 1]	[1, 4, 3, 2]	11
29	p1	physics	[1, 2, 4, 3]	[4, 3, 2, 1]	[2, 4, 3, 1]	[4, 1, 2, 3]	[3, 2, 4, 1]	[4, 3, 1, 2]	12
30	b1	biology	[4, 3, 1, 2]	[3, 1, 4, 2]	[2, 1, 3, 4]	[4, 1, 3, 2]	[3, 2, 1, 4]	[2, 4, 1, 3]	1
30	p0	physics	[2, 3, 1, 4]	[1, 2, 3, 4]	[2, 3, 4, 1]	[2, 1, 3, 4]	[2, 3, 4, 1]	[2, 1, 3, 4]	2
30	b2	biology	[2, 4, 1, 3]	[4, 3, 1, 2]	[4, 3, 1, 2]	[2, 1, 4, 3]	[4, 2, 3, 1]	[4, 1, 2, 3]	3
30	b0	biology	[3, 4, 1, 2]	[1, 3, 4, 2]	[2, 4, 3, 1]	[2, 1, 3, 4]	[1, 4, 3, 2]	[2, 4, 3, 1]	4
30	p4	physics	[1, 3, 4, 2]	[3, 2, 4, 1]	[3, 1, 2, 4]	[2, 3, 4, 1]	[2, 3, 4, 1]	[2, 3, 4, 1]	5
30	b3	biology	[3, 4, 1, 2]	[2, 4, 3, 1]	[4, 1, 3, 2]	[2, 1, 4, 3]	[2, 3, 4, 1]	[1, 2, 3, 4]	6
30	p5	physics	[4, 3, 1, 2]	[2, 3, 4, 1]	[3, 2, 4, 1]	[2, 1, 3, 4]	[4, 3, 2, 1]	[3, 1, 4, 2]	7
30	b5	biology	[3, 4, 1, 2]	[3, 4, 1, 2]	[1, 4, 3, 2]	[4, 1, 2, 3]	[1, 4, 3, 2]	[2, 1, 3, 4]	8
30	p2	physics	[3, 1, 2, 4]	[4, 3, 1, 2]	[3, 1, 4, 2]	[2, 4, 1, 3]	[1, 3, 4, 2]	[3, 4, 1, 2]	9
30	b4	biology	[2, 4, 1, 3]	[2, 1, 3, 4]	[4, 1, 3, 2]	[3, 2, 4, 1]	[2, 3, 4, 1]	[2, 1, 3, 4]	10
30	p1	physics	[4, 2, 3, 1]	[2, 4, 1, 3]	[4, 3, 1, 2]	[4, 2, 3, 1]	[2, 3, 1, 4]	[3, 4, 1, 2]	11
30	p3	physics	[1, 2, 3, 4]	[4, 1, 3, 2]	[2, 1, 4, 3]	[2, 1, 4, 3]	[2, 3, 4, 1]	[2, 3, 1, 4]	12
31	p2	physics	[2, 3, 4, 1]	[1, 3, 4, 2]	[3, 4, 2, 1]	[1, 4, 2, 3]	[4, 3, 1, 2]	[4, 1, 2, 3]	1
31	p1	physics	[2, 3, 1, 4]	[2, 3, 4, 1]	[2, 4, 3, 1]	[3, 4, 1, 2]	[1, 3, 4, 2]	[4, 1, 2, 3]	2
31	b2	biology	[3, 2, 4, 1]	[2, 1, 4, 3]	[2, 1, 3, 4]	[2, 3, 1, 4]	[1, 4, 2, 3]	[2, 3, 1, 4]	3
31	p0	physics	[3, 2, 4, 1]	[4, 3, 1, 2]	[2, 4, 1, 3]	[1, 3, 4, 2]	[3, 1, 4, 2]	[1, 3, 2, 4]	4
31	b3	biology	[2, 3, 1, 4]	[1, 4, 2, 3]	[4, 2, 1, 3]	[2, 3, 1, 4]	[4, 3, 1, 2]	[4, 3, 2, 1]	5
31	p5	physics	[4, 3, 1, 2]	[1, 4, 2, 3]	[2, 3, 1, 4]	[2, 3, 4, 1]	[4, 3, 1, 2]	[4, 2, 1, 3]	6
31	b5	biology	[2, 3, 4, 1]	[3, 4, 2, 1]	[4, 3, 1, 2]	[3, 1, 2, 4]	[1, 3, 4, 2]	[1, 3, 4, 2]	7
31	b1	biology	[2, 4, 1, 3]	[1, 3, 4, 2]	[4, 3, 2, 1]	[3, 4, 1, 2]	[4, 1, 2, 3]	[1, 3, 4, 2]	8
31	b4	biology	[1, 4, 3, 2]	[3, 2, 1, 4]	[2, 1, 4, 3]	[1, 2, 3, 4]	[3, 2, 4, 1]	[4, 1, 3, 2]	9
31	b0	biology	[1, 2, 4, 3]	[2, 3, 1, 4]	[4, 3, 1, 2]	[4, 1, 2, 3]	[1, 2, 3, 4]	[2, 4, 3, 1]	10
31	p4	physics	[2, 1, 3, 4]	[1, 4, 3, 2]	[2, 4, 1, 3]	[1, 3, 2, 4]	[3, 4, 1, 2]	[4, 2, 1, 3]	11
31	p3	physics	[3, 2, 1, 4]	[1, 3, 2, 4]	[1, 2, 3, 4]	[4, 1, 2, 3]	[4, 1, 3, 2]	[1, 3, 4, 2]	12
32	p4	physics	[2, 1, 4, 3]	[2, 4, 3, 1]	[3, 4, 1, 2]	[1, 3, 4, 2]	[2, 4, 3, 1]	[2, 1, 3, 4]	1
32	p0	physics	[4, 1, 2, 3]	[3, 4, 2, 1]	[3, 4, 2, 1]	[2, 3, 4, 1]	[4, 1, 3, 2]	[3, 4, 1, 2]	2
32	b3	biology	[4, 2, 3, 1]	[4, 3, 1, 2]	[4, 1, 2, 3]	[3, 1, 2, 4]	[1, 2, 4, 3]	[4, 1, 3, 2]	3
32	b1	biology	[3, 1, 4, 2]	[4, 1, 3, 2]	[2, 3, 1, 4]	[4, 1, 3, 2]	[1, 4, 3, 2]	[4, 2, 1, 3]	4
32	p5	physics	[4, 1, 3, 2]	[4, 2, 3, 1]	[2, 3, 1, 4]	[4, 3, 2, 1]	[4, 2, 1, 3]	[1, 4, 3, 2]	5
32	b2	biology	[1, 2, 3, 4]	[3, 2, 1, 4]	[4, 2, 3, 1]	[1, 2, 4, 3]	[2, 1, 4, 3]	[3, 4, 2, 1]	6
32	b0	biology	[1, 4, 3, 2]	[3, 2, 4, 1]	[1, 2, 4, 3]	[1, 2, 4, 3]	[1, 3, 2, 4]	[2, 3, 4, 1]	7
32	p2	physics	[1, 2, 3, 4]	[4, 3, 1, 2]	[3, 4, 2, 1]	[3, 2, 4, 1]	[1, 2, 4, 3]	[3, 4, 2, 1]	8
32	p1	physics	[1, 4, 3, 2]	[1, 3, 4, 2]	[4, 1, 2, 3]	[3, 2, 1, 4]	[4, 1, 3, 2]	[1, 2, 3, 4]	9
32	p3	physics	[2, 1, 3, 4]	[2, 3, 4, 1]	[1, 4, 3, 2]	[2, 4, 1, 3]	[1, 3, 2, 4]	[1, 3, 4, 2]	10
32	b4	biology	[2, 4, 1, 3]	[4, 3, 1, 2]	[1, 2, 3, 4]	[1, 4, 2, 3]	[2, 4, 3, 1]	[1, 3, 2, 4]	11
32	b5	biology	[4, 2, 1, 3]	[4, 1, 3, 2]	[1, 2, 4, 3]	[2, 4, 1, 3]	[2, 4, 1, 3]	[3, 2, 4, 1]	12
33	p0	physics	[2, 3, 1, 4]	[1, 2, 4, 3]	[1, 2, 3, 4]	[3, 2, 1, 4]	[3, 2, 4, 1]	[3, 4, 2, 1]	1
33	b3	biology	[3, 4, 1, 2]	[2, 4, 1, 3]	[3, 2, 1, 4]	[4, 2, 1, 3]	[4, 2, 3, 1]	[2, 4, 1, 3]	2
33	b2	biology	[2, 1, 4, 3]	[1, 4, 2, 3]	[2, 4, 3, 1]	[3, 4, 2, 1]	[4, 2, 3, 1]	[3, 2, 1, 4]	3
33	p5	physics	[3, 4, 2, 1]	[3, 2, 4, 1]	[4, 1, 2, 3]	[2, 3, 4, 1]	[3, 4, 2, 1]	[4, 1, 3, 2]	4
33	p3	physics	[3, 1, 2, 4]	[1, 2, 4, 3]	[2, 4, 3, 1]	[1, 3, 2, 4]	[4, 2, 1, 3]	[2, 4, 1, 3]	5
33	b4	biology	[1, 3, 4, 2]	[4, 2, 3, 1]	[3, 2, 4, 1]	[4, 1, 3, 2]	[1, 3, 4, 2]	[1, 4, 2, 3]	6
33	p1	physics	[1, 4, 2, 3]	[1, 2, 4, 3]	[3, 2, 1, 4]	[1, 4, 2, 3]	[4, 2, 1, 3]	[1, 4, 3, 2]	7
33	b1	biology	[2, 3, 1, 4]	[2, 1, 4, 3]	[1, 4, 3, 2]	[2, 3, 1, 4]	[1, 4, 2, 3]	[4, 3, 2, 1]	8
33	b5	biology	[1, 3, 4, 2]	[3, 4, 2, 1]	[4, 1, 2, 3]	[4, 3, 1, 2]	[3, 1, 4, 2]	[2, 4, 1, 3]	9
33	p4	physics	[3, 4, 1, 2]	[3, 2, 4, 1]	[4, 2, 1, 3]	[4, 1, 2, 3]	[3, 1, 2, 4]	[4, 2, 1, 3]	10
33	p2	physics	[1, 4, 2, 3]	[2, 4, 3, 1]	[4, 3, 1, 2]	[1, 4, 2, 3]	[4, 1, 3, 2]	[4, 2, 3, 1]	11
33	b0	biology	[3, 2, 4, 1]	[4, 1, 3, 2]	[2, 1, 3, 4]	[4, 1, 2, 3]	[2, 4, 1, 3]	[2, 4, 3, 1]	12
34	b0	biology	[3, 1, 4, 2]	[3, 4, 2, 1]	[2, 3, 4, 1]	[2, 1, 3, 4]	[3, 4, 2, 1]	[2, 3, 4, 1]	1
34	b4	biology	[4, 1, 3, 2]	[4, 1, 3, 2]	[3, 2, 1, 4]	[4, 2, 1, 3]	[2, 3, 4, 1]	[3, 2, 1, 4]	2
34	b5	biology	[3, 2, 1, 4]	[4, 3, 1, 2]	[2, 4, 3, 1]	[1, 3, 2, 4]	[3, 1, 2, 4]	[4, 1, 2, 3]	3
34	b2	biology	[2, 3, 4, 1]	[4, 2, 3, 1]	[4, 2, 3, 1]	[3, 1, 4, 2]	[2, 3, 4, 1]	[1, 2, 4, 3]	4
34	b3	biology	[4, 2, 3, 1]	[4, 2, 3, 1]	[2, 4, 1, 3]	[1, 2, 4, 3]	[4, 3, 1, 2]	[2, 3, 1, 4]	5
34	p2	physics	[1, 4, 3, 2]	[4, 1, 3, 2]	[3, 2, 1, 4]	[1, 2, 3, 4]	[1, 2, 3, 4]	[3, 2, 1, 4]	6
34	b1	biology	[2, 3, 4, 1]	[2, 1, 3, 4]	[2, 1, 4, 3]	[3, 4, 2, 1]	[3, 4, 2, 1]	[3, 1, 2, 4]	7
34	p0	physics	[1, 4, 3, 2]	[2, 4, 3, 1]	[4, 2, 3, 1]	[3, 4, 1, 2]	[4, 1, 2, 3]	[4, 3, 2, 1]	8
34	p3	physics	[4, 1, 2, 3]	[4, 3, 2, 1]	[2, 1, 3, 4]	[2, 3, 4, 1]	[3, 2, 1, 4]	[1, 3, 4, 2]	9
34	p4	physics	[1, 4, 3, 2]	[4, 1, 3, 2]	[1, 2, 3, 4]	[4, 1, 2, 3]	[2, 1, 4, 3]	[1, 3, 4, 2]	10
34	p1	physics	[4, 1, 3, 2]	[1, 3, 4, 2]	[2, 1, 3, 4]	[1, 3, 4, 2]	[3, 2, 4, 1]	[2, 1, 3, 4]	11
34	p5	physics	[1, 3, 4, 2]	[1, 4, 2, 3]	[4, 1, 2, 3]	[3, 2, 1, 4]	[2, 4, 3, 1]	[2, 3, 1, 4]	12
35	b2	biology	[2, 3, 1, 4]	[4, 2, 3, 1]	[2, 1, 4, 3]	[2, 3, 1, 4]	[1, 4, 3, 2]	[2, 1, 4, 3]	1
35	p2	physics	[1, 2, 3, 4]	[3, 1, 2, 4]	[1, 3, 2, 4]	[4, 1, 3, 2]	[3, 4, 1, 2]	[4, 2, 1, 3]	2
35	b4	biology	[4, 3, 2, 1]	[1, 4, 2, 3]	[3, 1, 2, 4]	[3, 2, 1, 4]	[2, 3, 1, 4]	[4, 2, 1, 3]	3
35	p3	physics	[1, 4, 3, 2]	[4, 2, 3, 1]	[1, 3, 2, 4]	[2, 3, 4, 1]	[3, 2, 4, 1]	[1, 4, 3, 2]	4
35	p5	physics	[1, 4, 3, 2]	[3, 2, 1, 4]	[2, 4, 1, 3]	[2, 3, 1, 4]	[3, 4, 2, 1]	[3, 1, 4, 2]	5
35	p0	physics	[1, 4, 3, 2]	[1, 2, 4, 3]	[2, 3, 1, 4]	[1, 2, 3, 4]	[3, 2, 4, 1]	[3, 2, 1, 4]	6
35	b3	biology	[2, 3, 4, 1]	[2, 3, 1, 4]	[1, 4, 2, 3]	[2, 1, 4, 3]	[3, 2, 1, 4]	[3, 1, 2, 4]	7
35	p1	physics	[4, 3, 2, 1]	[4, 1, 2, 3]	[1, 4, 3, 2]	[4, 1, 2, 3]	[3, 2, 1, 4]	[2, 4, 3, 1]	8
35	b0	biology	[1, 2, 3, 4]	[1, 2, 3, 4]	[1, 2, 4, 3]	[3, 2, 1, 4]	[3, 1, 2, 4]	[1, 3, 2, 4]	9
35	b5	biology	[1, 3, 2, 4]	[4, 2, 1, 3]	[1, 3, 4, 2]	[4, 2, 3, 1]	[1, 2, 3, 4]	[4, 3, 2, 1]	10
35	b1	biology	[1, 2, 3, 4]	[4, 3, 1, 2]	[1, 3, 4, 2]	[2, 1, 3, 4]	[4, 3, 1, 2]	[3, 1, 2, 4]	11
35	p4	physics	[3, 2, 4, 1]	[2, 3, 4, 1]	[4, 2, 1, 3]	[3, 1, 2, 4]	[3, 4, 2, 1]	[4, 2, 3, 1]	12
36	p1	physics	[1, 4, 3, 2]	[3, 2, 4, 1]	[1, 4, 2, 3]	[4, 3, 1, 2]	[1, 3, 2, 4]	[2, 1, 4, 3]	1
36	p3	physics	[1, 2, 4, 3]	[2, 3, 4, 1]	[4, 1, 3, 2]	[3, 1, 4, 2]	[1, 2, 4, 3]	[2, 3, 1, 4]	2
36	b5	biology	[2, 4, 3, 1]	[4, 2, 1, 3]	[2, 4, 1, 3]	[3, 1, 4, 2]	[4, 1, 3, 2]	[2, 1, 4, 3]	3
36	p0	physics	[2, 3, 1, 4]	[1, 2, 4, 3]	[2, 1, 4, 3]	[1, 2, 3, 4]	[2, 4, 1, 3]	[2, 4, 3, 1]	4
36	p2	physics	[1, 3, 4, 2]	[4, 2, 3, 1]	[4, 2, 1, 3]	[4, 2, 1, 3]	[1, 2, 4, 3]	[1, 3, 4, 2]	5
36	b4	biology	[3, 2, 4, 1]	[2, 1, 4, 3]	[1, 4, 3, 2]	[4, 1, 2, 3]	[2, 4, 3, 1]	[2, 1, 3, 4]	6
36	b2	biology	[1, 4, 3, 2]	[4, 1, 2, 3]	[3, 2, 1, 4]	[1, 2, 4, 3]	[3, 4, 1, 2]	[4, 2, 3, 1]	7
36	b3	biology	[4, 3, 2, 1]	[1, 2, 4, 3]	[1, 3, 4, 2]	[4, 3, 2, 1]	[3, 4, 2, 1]	[2, 1, 4, 3]	8
36	p5	physics	[1, 3, 2, 4]	[4, 1, 3, 2]	[2, 3, 4, 1]	[4, 1, 3, 2]	[4, 2, 1, 3]	[2, 3, 1, 4]	9
36	p4	physics	[3, 1, 4, 2]	[1, 4, 3, 2]	[2, 1, 4, 3]	[4, 3, 2, 1]	[3, 1, 4, 2]	[3, 1, 4, 2]	10
36	b1	biology	[2, 4, 3, 1]	[1, 4, 2, 3]	[3, 4, 1, 2]	[4, 1, 3, 2]	[4, 1, 2, 3]	[3, 2, 4, 1]	11
36	b0	biology	[2, 1, 3, 4]	[3, 1, 2, 4]	[2, 4, 1, 3]	[4, 1, 3, 2]	[2, 1, 3, 4]	[4, 2, 1, 3]	12
37	b3	biology	[4, 1, 3, 2]	[2, 4, 1, 3]	[3, 2, 1, 4]	[4, 3, 1, 2]	[2, 3, 4, 1]	[2, 3, 4, 1]	1
37	p5	physics	[3, 4, 1, 2]	[4, 3, 1, 2]	[4, 1, 2, 3]	[3, 1, 4, 2]	[1, 4, 3, 2]	[1, 3, 2, 4]	2
37	p1	physics	[4, 1, 3, 2]	[3, 4, 1, 2]	[1, 3, 2, 4]	[3, 1, 2, 4]	[3, 4, 2, 1]	[1, 3, 4, 2]	3
37	b2	biology	[3, 2, 1, 4]	[2, 3, 4, 1]	[2, 4, 1, 3]	[2, 3, 1, 4]	[4, 2, 3, 1]	[4, 2, 3, 1]	4
37	p3	physics	[2, 1, 3, 4]	[2, 1, 4, 3]	[4, 3, 1, 2]	[3, 1, 2, 4]	[1, 2, 3, 4]	[1, 2, 3, 4]	5
37	p2	physics	[4, 1, 2, 3]	[2, 3, 1, 4]	[3, 2, 4, 1]	[2, 1, 3, 4]	[4, 2, 3, 1]	[4, 2, 1, 3]	6
37	b5	biology	[4, 3, 1, 2]	[1, 3, 2, 4]	[4, 1, 2, 3]	[1, 2, 3, 4]	[4, 2, 1, 3]	[2, 1, 3, 4]	7
37	b1	biology	[3, 4, 1, 2]	[2, 1, 3, 4]	[3, 2, 1, 4]	[3, 1, 2, 4]	[1, 3, 4, 2]	[2, 1, 3, 4]	8
37	b0	biology	[4, 2, 1, 3]	[3, 2, 1, 4]	[1, 3, 2, 4]	[2, 3, 1, 4]	[2, 1, 3, 4]	[3, 4, 2, 1]	9
37	p4	physics	[2, 1, 4, 3]	[4, 1, 3, 2]	[4, 2, 1, 3]	[4, 1, 2, 3]	[2, 4, 1, 3]	[4, 3, 2, 1]	10
37	p0	physics	[3, 4, 2, 1]	[4, 3, 1, 2]	[1, 4, 2, 3]	[2, 3, 4, 1]	[3, 1, 2, 4]	[4, 1, 2, 3]	11
37	b4	biology	[2, 1, 3, 4]	[4, 1, 3, 2]	[3, 2, 4, 1]	[3, 4, 1, 2]	[2, 1, 3, 4]	[4, 1, 3, 2]	12
38	p5	physics	[1, 4, 3, 2]	[3, 4, 1, 2]	[4, 2, 3, 1]	[4, 2, 1, 3]	[4, 2, 1, 3]	[3, 4, 1, 2]	1
38	b5	biology	[3, 1, 2, 4]	[2, 3, 4, 1]	[3, 1, 4, 2]	[3, 2, 4, 1]	[3, 2, 1, 4]	[1, 2, 3, 4]	2
38	p3	physics	[3, 1, 4, 2]	[4, 1, 3, 2]	[3, 1, 4, 2]	[4, 3, 2, 1]	[3, 2, 4, 1]	[2, 3, 4, 1]	3
38	b3	biology	[2, 1, 3, 4]	[3, 1, 2, 4]	[1, 3, 2, 4]	[2, 1, 3, 4]	[4, 2, 3, 1]	[2, 3, 1, 4]	4
38	b0	biology	[1, 4, 3, 2]	[4, 1, 2, 3]	[3, 2, 4, 1]	[3, 4, 1, 2]	[1, 3, 2, 4]	[1, 3, 4, 2]	5
38	b2	biology	[3, 2, 1, 4]	[3, 1, 2, 4]	[2, 4, 1, 3]	[1, 4, 3, 2]	[1, 2, 4, 3]	[1, 3, 2, 4]	6
38	p1	physics	[4, 1, 3, 2]	[4, 2, 1, 3]	[3, 1, 4, 2]	[3, 2, 1, 4]	[2, 1, 3, 4]	[4, 1, 2, 3]	7
38	p4	physics	[1, 4, 2, 3]	[3, 4, 1, 2]	[3, 4, 2, 1]	[1, 4, 3, 2]	[2, 1, 4, 3]	[3, 4, 2, 1]	8
38	b1	biology	[1, 2, 4, 3]	[4, 3, 1, 2]	[3, 4, 2, 1]	[4, 3, 1, 2]	[3, 2, 1, 4]	[1, 3, 2, 4]	9
38	b4	biology	[3, 2, 4, 1]	[4, 1, 2, 3]	[1, 2, 4, 3]	[4, 1, 3, 2]	[4, 3, 1, 2]	[1, 4, 2, 3]	10
38	p0	physics	[3, 1, 4, 2]	[4, 2, 3, 1]	[1, 4, 3, 2]	[3, 2, 1, 4]	[3, 1, 2, 4]	[1, 4, 3, 2]	11
38	p2	physics	[1, 4, 2, 3]	[4, 2, 1, 3]	[4, 2, 1, 3]	[3, 1, 4, 2]	[4, 2, 3, 1]	[4, 3, 1, 2]	12
39	p1	physics	[1, 3, 4, 2]	[4, 3, 2, 1]	[4, 1, 2, 3]	[3, 1, 4, 2]	[2, 4, 3, 1]	[1, 3, 2, 4]	1
39	p3	physics	[2, 3, 1, 4]	[4, 1, 3, 2]	[3, 1, 2, 4]	[4, 2, 1, 3]	[3, 4, 2, 1]	[4, 2, 3, 1]	2
39	b1	biology	[3, 4, 1, 2]	[4, 2, 1, 3]	[3, 1, 4, 2]	[2, 1, 3, 4]	[3, 4, 1, 2]	[1, 3, 4, 2]	3
39	p0	physics	[1, 4, 2, 3]	[2, 1, 4, 3]	[2, 1, 4, 3]	[1, 2, 4, 3]	[2, 3, 4, 1]	[3, 2, 4, 1]	4
39	p2	physics	[2, 3, 4, 1]	[3, 2, 4, 1]	[1, 4, 2, 3]	[3, 2, 1, 4]	[2, 1, 3, 4]	[2, 1, 3, 4]	5
